Orthogroup	Duplications (all)	Duplications (50% support)
OG0001394	22	18
OG0001395	20	14
OG0001396	28	25
OG0001397	23	18
OG0001398	24	20
OG0001399	26	24
OG0001400	18	8
OG0001401	17	11
OG0001402	24	19
OG0001403	14	10
OG0001404	20	14
OG0001405	27	24
OG0001406	28	25
OG0001407	26	19
OG0001408	15	10
OG0001409	21	15
OG0001410	20	16
OG0001411	25	21
OG0001412	8	5
OG0001413	24	21
OG0001414	21	20
OG0001415	20	18
OG0001416	15	15
OG0001417	25	23
OG0001418	37	28
OG0001419	28	25
OG0001420	22	18
OG0001421	21	17
OG0001422	24	18
OG0001423	45	43
OG0001424	31	28
OG0001425	32	30
OG0001426	48	47
OG0001427	52	52
OG0001428	49	48
OG0001429	53	53
OG0001430	53	53
OG0001431	51	51
OG0001432	53	53
OG0001433	53	53
OG0001434	53	53
OG0001435	53	53
OG0001436	22	13
OG0001437	16	11
OG0001438	10	8
OG0001439	35	20
OG0001440	21	15
OG0001441	30	17
OG0001442	24	17
OG0001443	23	20
OG0001444	20	15
OG0001445	11	9
OG0001446	38	36
OG0001447	20	14
OG0001448	24	19
OG0001449	22	18
OG0001450	7	7
OG0001451	17	17
OG0001452	19	11
OG0001453	29	27
OG0001454	21	17
OG0001455	22	13
OG0001456	22	16
OG0001457	23	20
OG0001458	21	17
OG0001459	19	13
OG0001460	23	13
OG0001461	21	20
OG0001462	8	6
OG0001463	13	12
OG0001464	8	6
OG0001465	27	25
OG0001466	21	15
OG0001467	21	17
OG0001468	23	18
OG0001469	12	12
OG0001470	20	18
OG0001471	28	23
OG0001472	30	28
OG0001473	22	16
OG0001474	22	17
OG0001475	42	40
OG0001476	45	43
OG0001477	45	43
OG0001478	26	24
OG0001479	52	52
OG0001480	52	52
OG0001481	45	42
OG0001482	50	50
OG0001483	49	49
OG0001484	50	49
OG0001485	42	39
OG0001486	50	48
OG0001487	51	51
OG0001488	51	51
OG0001489	52	52
OG0001490	52	52
OG0001491	52	52
OG0001492	34	20
OG0001493	17	12
OG0001494	28	25
OG0001495	24	16
OG0001496	17	11
OG0001497	24	13
OG0001498	24	20
OG0001499	19	7
OG0001500	8	7
OG0001501	23	11
OG0001502	21	15
OG0001503	14	9
OG0001504	20	14
OG0001505	22	19
OG0001506	25	19
OG0001507	18	16
OG0001508	49	49
OG0001509	21	16
OG0001510	23	18
OG0001511	22	19
OG0001512	21	15
OG0001513	7	6
OG0001514	8	7
OG0001515	25	21
OG0001516	22	15
OG0001517	29	29
OG0001518	27	26
OG0001519	41	39
OG0001520	26	24
OG0001521	16	14
OG0001522	30	25
OG0001523	19	15
OG0001524	16	12
OG0001525	24	19
OG0001526	20	18
OG0001527	23	21
OG0001528	21	13
OG0001529	25	21
OG0001530	44	44
OG0001531	49	49
OG0001532	46	44
OG0001533	50	50
OG0001534	51	51
OG0001535	43	43
OG0001536	31	30
OG0001537	49	49
OG0001538	43	40
OG0001539	45	42
OG0001540	51	51
OG0001541	34	23
OG0001542	24	22
OG0001543	21	18
OG0001544	15	9
OG0001545	22	16
OG0001546	33	23
OG0001547	26	25
OG0001548	31	22
OG0001549	21	17
OG0001550	6	5
OG0001551	18	14
OG0001552	8	2
OG0001553	27	22
OG0001554	22	18
OG0001555	26	24
OG0001556	40	37
OG0001557	25	17
OG0001558	22	15
OG0001559	13	12
OG0001560	23	20
OG0001561	14	10
OG0001562	15	9
OG0001563	21	16
OG0001564	19	13
OG0001565	27	26
OG0001566	12	7
OG0001567	17	16
OG0001568	32	28
OG0001569	24	22
OG0001570	13	8
OG0001571	5	4
OG0001572	20	16
OG0001573	17	15
OG0001574	21	17
OG0001575	11	9
OG0001576	17	14
OG0001577	21	16
OG0001578	18	10
OG0001579	25	18
OG0001580	19	17
OG0001581	22	11
OG0001582	16	14
OG0001583	22	16
OG0001584	28	28
OG0001585	50	50
OG0001586	50	50
OG0001587	50	50
OG0001588	50	50
OG0001589	44	43
OG0001590	48	48
OG0001591	47	47
OG0001592	49	49
OG0001593	50	50
OG0001594	50	50
OG0001595	50	50
OG0001596	49	49
OG0001597	12	9
OG0001598	22	15
OG0001599	21	19
OG0001600	20	12
OG0001601	33	24
OG0001602	18	9
OG0001603	32	20
OG0001604	21	11
OG0001605	33	30
OG0001606	19	13
OG0001607	14	11
OG0001608	17	11
OG0001609	19	16
OG0001610	20	15
OG0001611	38	31
OG0001612	20	14
OG0001613	20	19
OG0001614	19	17
OG0001615	12	11
OG0001616	21	18
OG0001617	4	3
OG0001618	17	15
OG0001619	12	11
OG0001620	21	19
OG0001621	20	17
OG0001622	21	19
OG0001623	21	20
OG0001624	20	12
OG0001625	21	19
OG0001626	20	10
OG0001627	9	7
OG0001628	21	15
OG0001629	26	24
OG0001630	21	11
OG0001631	20	17
OG0001632	26	23
OG0001633	43	43
OG0001634	23	20
OG0001635	19	15
OG0001636	17	14
OG0001637	7	6
OG0001638	23	20
OG0001639	16	11
OG0001640	22	20
OG0001641	19	15
OG0001642	22	18
OG0001643	30	22
OG0001644	32	30
OG0001645	20	15
OG0001646	19	13
OG0001647	16	9
OG0001648	5	5
OG0001649	23	18
OG0001650	22	18
OG0001651	34	33
OG0001652	21	16
OG0001653	41	27
OG0001654	38	36
OG0001655	44	43
OG0001656	45	45
OG0001657	45	42
OG0001658	18	11
OG0001659	41	41
OG0001660	21	17
OG0001661	19	13
OG0001662	16	12
OG0001663	31	15
OG0001664	25	21
OG0001665	21	17
OG0001666	17	11
OG0001667	27	23
OG0001668	14	8
OG0001669	24	22
OG0001670	21	20
OG0001671	23	19
OG0001672	23	20
OG0001673	19	8
OG0001674	23	12
OG0001675	28	24
OG0001676	26	15
OG0001677	17	13
OG0001678	14	11
OG0001679	20	15
OG0001680	17	11
OG0001681	13	13
OG0001682	21	17
OG0001683	20	16
OG0001684	8	7
OG0001685	18	17
OG0001686	11	9
OG0001687	22	17
OG0001688	24	20
OG0001689	14	6
OG0001690	19	12
OG0001691	20	17
OG0001692	12	10
OG0001693	31	17
OG0001694	19	12
OG0001695	22	16
OG0001696	18	14
OG0001697	14	11
OG0001698	10	8
OG0001699	26	25
OG0001700	18	15
OG0001701	26	25
OG0001702	22	21
OG0001703	15	13
OG0001704	19	13
OG0001705	22	18
OG0001706	13	10
OG0001707	16	12
OG0001708	25	22
OG0001709	19	18
OG0001710	16	13
OG0001711	21	18
OG0001712	18	13
OG0001713	21	12
OG0001714	22	19
OG0001715	17	12
OG0001716	27	16
OG0001717	23	19
OG0001718	16	12
OG0001719	20	10
OG0001720	17	15
OG0001721	20	18
OG0001722	48	48
OG0001723	47	47
OG0001724	48	48
OG0001725	22	20
OG0001726	47	47
OG0001727	48	48
OG0001728	33	33
OG0001729	46	46
OG0001730	34	32
OG0001731	42	39
OG0001732	47	47
OG0001733	48	48
OG0001734	47	47
OG0001735	44	43
OG0001736	48	48
OG0001737	47	47
OG0001738	48	48
OG0001739	48	48
OG0001740	48	48
OG0001741	48	48
OG0001742	16	10
OG0001743	22	17
OG0001744	17	8
OG0001745	27	20
OG0001746	28	16
OG0001747	19	15
OG0001748	22	13
OG0001749	24	20
OG0001750	10	7
OG0001751	18	12
OG0001752	16	13
OG0001753	20	15
OG0001754	17	15
OG0001755	23	21
OG0001756	28	25
OG0001757	10	8
OG0001758	19	17
OG0001759	24	24
OG0001760	22	20
OG0001761	22	18
OG0001762	18	16
OG0001763	19	14
OG0001764	6	4
OG0001765	18	15
OG0001766	20	16
OG0001767	16	14
OG0001768	18	17
OG0001769	20	19
OG0001770	21	15
OG0001771	19	17
OG0001772	17	11
OG0001773	21	19
OG0001774	13	8
OG0001775	20	18
OG0001776	20	17
OG0001777	16	8
OG0001778	16	15
OG0001779	20	19
OG0001780	21	20
OG0001781	17	13
OG0001782	20	19
OG0001783	19	12
OG0001784	19	16
OG0001785	19	16
OG0001786	20	17
OG0001787	16	11
OG0001788	18	16
OG0001789	18	10
OG0001790	15	10
OG0001791	17	14
OG0001792	11	10
OG0001793	9	7
OG0001794	18	14
OG0001795	21	17
OG0001796	23	22
OG0001797	40	40
OG0001798	36	31
OG0001799	29	26
OG0001800	19	18
OG0001801	46	46
OG0001802	47	47
OG0001803	45	45
OG0001804	43	42
OG0001805	47	47
OG0001806	46	46
OG0001807	47	47
OG0001808	47	47
OG0001809	46	46
OG0001810	23	20
OG0001811	22	18
OG0001812	20	15
OG0001813	18	12
OG0001814	15	12
OG0001815	22	16
OG0001816	27	15
OG0001817	17	9
OG0001818	27	16
OG0001819	30	18
OG0001820	29	16
OG0001821	31	22
OG0001822	11	8
OG0001823	14	6
OG0001824	16	14
OG0001825	21	19
OG0001826	17	13
OG0001827	19	12
OG0001828	15	7
OG0001829	18	12
OG0001830	15	14
OG0001831	17	12
OG0001832	18	17
OG0001833	17	15
OG0001834	19	14
OG0001835	20	17
OG0001836	19	14
OG0001837	16	9
OG0001838	8	8
OG0001839	7	7
OG0001840	22	18
OG0001841	20	17
OG0001842	16	11
OG0001843	20	19
OG0001844	17	13
OG0001845	16	14
OG0001846	13	10
OG0001847	18	16
OG0001848	22	19
OG0001849	18	17
OG0001850	9	6
OG0001851	18	15
OG0001852	9	3
OG0001853	5	3
OG0001854	17	16
OG0001855	14	9
OG0001856	17	15
OG0001857	24	22
OG0001858	15	10
OG0001859	16	11
OG0001860	17	12
OG0001861	18	18
OG0001862	21	17
OG0001863	19	14
OG0001864	20	15
OG0001865	18	10
OG0001866	17	14
OG0001867	16	13
OG0001868	18	13
OG0001869	17	15
OG0001870	20	17
OG0001871	46	46
OG0001872	27	18
OG0001873	20	16
OG0001874	23	21
OG0001875	44	44
OG0001876	44	44
OG0001877	14	11
OG0001878	42	41
OG0001879	45	45
OG0001880	31	27
OG0001881	43	43
OG0001882	46	46
OG0001883	36	36
OG0001884	45	45
OG0001885	44	44
OG0001886	46	46
OG0001887	45	45
OG0001888	44	44
OG0001889	45	45
OG0001890	45	45
OG0001891	42	40
OG0001892	45	45
OG0001893	46	46
OG0001894	46	46
OG0001895	45	45
OG0001896	46	46
OG0001897	37	32
OG0001898	30	21
OG0001899	25	12
OG0001900	17	13
OG0001901	35	32
OG0001902	20	15
OG0001903	31	18
OG0001904	31	29
OG0001905	18	14
OG0001906	19	12
OG0001907	25	10
OG0001908	30	16
OG0001909	35	35
OG0001910	27	16
OG0001911	7	4
OG0001912	15	10
OG0001913	16	14
OG0001914	21	18
OG0001915	19	14
OG0001916	18	16
OG0001917	14	7
OG0001918	20	13
OG0001919	19	14
OG0001920	16	12
OG0001921	13	8
OG0001922	17	14
OG0001923	17	14
OG0001924	14	12
OG0001925	15	11
OG0001926	19	16
OG0001927	21	17
OG0001928	11	8
OG0001929	22	21
OG0001930	16	14
OG0001931	23	19
OG0001932	12	10
OG0001933	18	18
OG0001934	17	14
OG0001935	20	18
OG0001936	20	13
OG0001937	15	13
OG0001938	15	11
OG0001939	21	20
OG0001940	17	15
OG0001941	21	15
OG0001942	7	6
OG0001943	6	4
OG0001944	15	12
OG0001945	15	10
OG0001946	21	19
OG0001947	8	7
OG0001948	13	10
OG0001949	9	5
OG0001950	18	16
OG0001951	22	15
OG0001952	17	13
OG0001953	8	8
OG0001954	17	11
OG0001955	19	16
OG0001956	20	20
OG0001957	19	18
OG0001958	18	16
OG0001959	12	7
OG0001960	18	14
OG0001961	19	17
OG0001962	11	7
OG0001963	19	17
OG0001964	18	13
OG0001965	19	19
OG0001966	14	11
OG0001967	10	9
OG0001968	27	21
OG0001969	7	7
OG0001970	19	19
OG0001971	16	11
OG0001972	17	15
OG0001973	17	16
OG0001974	22	16
OG0001975	18	17
OG0001976	16	15
OG0001977	24	21
OG0001978	22	21
OG0001979	18	17
OG0001980	16	10
OG0001981	15	13
OG0001982	13	11
OG0001983	44	44
OG0001984	19	17
OG0001985	45	45
OG0001986	41	41
OG0001987	41	40
OG0001988	44	44
OG0001989	44	44
OG0001990	45	45
OG0001991	18	17
OG0001992	20	19
OG0001993	16	13
OG0001994	44	44
OG0001995	35	29
OG0001996	22	21
OG0001997	16	12
OG0001998	16	15
OG0001999	26	18
OG0002000	16	11
OG0002001	15	10
OG0002002	21	10
OG0002003	18	15
OG0002004	29	16
OG0002005	14	9
OG0002006	33	22
OG0002007	13	8
OG0002008	13	7
OG0002009	17	15
OG0002010	16	15
OG0002011	23	20
OG0002012	15	13
OG0002013	17	15
OG0002014	16	14
OG0002015	22	21
OG0002016	20	16
OG0002017	10	7
OG0002018	16	10
OG0002019	19	19
OG0002020	7	5
OG0002021	19	9
OG0002022	17	9
OG0002023	21	20
OG0002024	16	13
OG0002025	11	9
OG0002026	20	14
OG0002027	17	14
OG0002028	38	37
OG0002029	16	14
OG0002030	3	3
OG0002031	17	13
OG0002032	16	9
OG0002033	16	13
OG0002034	19	16
OG0002035	7	6
OG0002036	17	16
OG0002037	15	11
OG0002038	17	14
OG0002039	20	19
OG0002040	20	17
OG0002041	22	19
OG0002042	15	13
OG0002043	20	18
OG0002044	16	12
OG0002045	21	18
OG0002046	21	19
OG0002047	17	16
OG0002048	17	13
OG0002049	14	12
OG0002050	8	7
OG0002051	16	12
OG0002052	17	15
OG0002053	20	13
OG0002054	19	17
OG0002055	21	15
OG0002056	19	11
OG0002057	19	17
OG0002058	23	23
OG0002059	17	16
OG0002060	16	15
OG0002061	14	11
OG0002062	11	8
OG0002063	16	9
OG0002064	18	17
OG0002065	15	7
OG0002066	7	7
OG0002067	17	17
OG0002068	17	16
OG0002069	13	7
OG0002070	18	17
OG0002071	16	11
OG0002072	17	11
OG0002073	13	10
OG0002074	17	15
OG0002075	16	13
OG0002076	13	8
OG0002077	14	14
OG0002078	19	17
OG0002079	20	18
OG0002080	18	14
OG0002081	17	14
OG0002082	17	11
OG0002083	10	8
OG0002084	44	44
OG0002085	38	38
OG0002086	24	19
OG0002087	34	32
OG0002088	34	33
OG0002089	36	26
OG0002090	44	44
OG0002091	44	44
OG0002092	43	43
OG0002093	41	41
OG0002094	39	39
OG0002095	32	23
OG0002096	44	44
OG0002097	44	44
OG0002098	44	44
OG0002099	44	44
OG0002100	22	15
OG0002101	10	8
OG0002102	13	9
OG0002103	17	12
OG0002104	23	20
OG0002105	14	10
OG0002106	15	8
OG0002107	14	11
OG0002108	21	21
OG0002109	19	17
OG0002110	12	9
OG0002111	16	16
OG0002112	20	20
OG0002113	15	15
OG0002114	10	5
OG0002115	18	18
OG0002116	15	9
OG0002117	16	9
OG0002118	15	9
OG0002119	15	12
OG0002120	10	8
OG0002121	4	2
OG0002122	15	14
OG0002123	14	12
OG0002124	15	12
OG0002125	18	14
OG0002126	17	13
OG0002127	16	16
OG0002128	20	17
OG0002129	15	11
OG0002130	17	15
OG0002131	7	6
OG0002132	21	16
OG0002133	14	14
OG0002134	13	12
OG0002135	15	12
OG0002136	16	12
OG0002137	20	14
OG0002138	17	14
OG0002139	17	10
OG0002140	21	19
OG0002141	14	10
OG0002142	18	16
OG0002143	12	9
OG0002144	16	14
OG0002145	17	15
OG0002146	17	15
OG0002147	10	9
OG0002148	2	2
OG0002149	15	13
OG0002150	18	8
OG0002151	20	13
OG0002152	9	1
OG0002153	11	7
OG0002154	17	15
OG0002155	16	12
OG0002156	17	15
OG0002157	12	10
OG0002158	16	11
OG0002159	18	18
OG0002160	19	14
OG0002161	15	9
OG0002162	18	14
OG0002163	18	16
OG0002164	13	8
OG0002165	19	17
OG0002166	17	12
OG0002167	15	13
OG0002168	15	13
OG0002169	16	12
OG0002170	17	15
OG0002171	15	14
OG0002172	14	11
OG0002173	11	6
OG0002174	17	16
OG0002175	20	20
OG0002176	19	18
OG0002177	17	13
OG0002178	17	12
OG0002179	18	17
OG0002180	20	18
OG0002181	13	9
OG0002182	18	15
OG0002183	34	25
OG0002184	43	43
OG0002185	41	41
OG0002186	18	15
OG0002187	34	33
OG0002188	35	35
OG0002189	43	43
OG0002190	33	30
OG0002191	43	43
OG0002192	40	40
OG0002193	31	31
OG0002194	39	39
OG0002195	40	36
OG0002196	38	38
OG0002197	40	38
OG0002198	36	34
OG0002199	43	43
OG0002200	43	43
OG0002201	43	43
OG0002202	42	42
OG0002203	43	43
OG0002204	43	43
OG0002205	13	11
OG0002206	30	17
OG0002207	22	19
OG0002208	11	8
OG0002209	28	16
OG0002210	22	20
OG0002211	17	14
OG0002212	38	37
OG0002213	31	20
OG0002214	17	12
OG0002215	36	34
OG0002216	28	12
OG0002217	17	10
OG0002218	22	13
OG0002219	14	11
OG0002220	7	6
OG0002221	18	18
OG0002222	9	8
OG0002223	16	14
OG0002224	27	20
OG0002225	16	16
OG0002226	21	9
OG0002227	12	5
OG0002228	13	12
OG0002229	17	16
OG0002230	16	9
OG0002231	10	9
OG0002232	12	9
OG0002233	13	10
OG0002234	22	11
OG0002235	16	15
OG0002236	14	10
OG0002237	15	10
OG0002238	18	15
OG0002239	21	20
OG0002240	17	13
OG0002241	14	12
OG0002242	14	9
OG0002243	17	14
OG0002244	20	18
OG0002245	8	5
OG0002246	13	8
OG0002247	22	14
OG0002248	14	12
OG0002249	19	14
OG0002250	11	7
OG0002251	12	11
OG0002252	10	9
OG0002253	2	2
OG0002254	16	12
OG0002255	19	16
OG0002256	19	16
OG0002257	17	15
OG0002258	14	11
OG0002259	16	10
OG0002260	17	16
OG0002261	17	16
OG0002262	16	13
OG0002263	10	8
OG0002264	14	13
OG0002265	14	10
OG0002266	15	13
OG0002267	17	17
OG0002268	14	12
OG0002269	14	11
OG0002270	12	9
OG0002271	18	17
OG0002272	16	10
OG0002273	17	15
OG0002274	18	15
OG0002275	16	16
OG0002276	12	10
OG0002277	16	13
OG0002278	16	13
OG0002279	13	10
OG0002280	18	16
OG0002281	18	17
OG0002282	14	11
OG0002283	15	12
OG0002284	14	12
OG0002285	16	13
OG0002286	12	9
OG0002287	16	11
OG0002288	13	8
OG0002289	18	16
OG0002290	14	11
OG0002291	16	15
OG0002292	11	8
OG0002293	20	19
OG0002294	14	11
OG0002295	15	13
OG0002296	14	11
OG0002297	14	13
OG0002298	20	16
OG0002299	19	18
OG0002300	17	14
OG0002301	30	28
OG0002302	38	38
OG0002303	23	15
OG0002304	21	17
OG0002305	19	11
OG0002306	15	12
OG0002307	42	42
OG0002308	41	41
OG0002309	42	42
OG0002310	37	36
OG0002311	38	38
OG0002312	40	40
OG0002313	36	36
OG0002314	36	36
OG0002315	36	34
OG0002316	33	22
OG0002317	41	41
OG0002318	42	42
OG0002319	42	42
OG0002320	42	42
OG0002321	42	42
OG0002322	42	42
OG0002323	42	42
OG0002324	42	42
OG0002325	37	33
OG0002326	42	42
OG0002327	28	17
OG0002328	18	13
OG0002329	19	18
OG0002330	34	34
OG0002331	29	22
OG0002332	17	17
OG0002333	15	10
OG0002334	41	41
OG0002335	23	11
OG0002336	22	22
OG0002337	26	14
OG0002338	14	11
OG0002339	14	12
OG0002340	16	14
OG0002341	16	15
OG0002342	16	13
OG0002343	13	11
OG0002344	16	16
OG0002345	20	18
OG0002346	16	11
OG0002347	39	39
OG0002348	16	16
OG0002349	17	15
OG0002350	11	8
OG0002351	15	14
OG0002352	24	18
OG0002353	11	5
OG0002354	17	17
OG0002355	13	7
OG0002356	14	14
OG0002357	12	8
OG0002358	19	18
OG0002359	12	11
OG0002360	15	14
OG0002361	15	13
OG0002362	11	10
OG0002363	14	9
OG0002364	14	13
OG0002365	12	10
OG0002366	14	10
OG0002367	17	14
OG0002368	15	12
OG0002369	14	12
OG0002370	14	13
OG0002371	10	8
OG0002372	16	11
OG0002373	8	5
OG0002374	15	10
OG0002375	14	14
OG0002376	15	15
OG0002377	18	16
OG0002378	21	17
OG0002379	2	1
OG0002380	15	14
OG0002381	11	6
OG0002382	13	12
OG0002383	13	12
OG0002384	16	10
OG0002385	20	14
OG0002386	17	15
OG0002387	13	12
OG0002388	16	11
OG0002389	17	15
OG0002390	16	14
OG0002391	19	15
OG0002392	14	13
OG0002393	16	13
OG0002394	5	4
OG0002395	14	12
OG0002396	11	10
OG0002397	17	16
OG0002398	16	14
OG0002399	14	11
OG0002400	14	10
OG0002401	19	18
OG0002402	16	12
OG0002403	11	8
OG0002404	5	5
OG0002405	22	22
OG0002406	13	12
OG0002407	16	15
OG0002408	16	13
OG0002409	12	11
OG0002410	16	11
OG0002411	17	15
OG0002412	15	14
OG0002413	16	13
OG0002414	34	33
OG0002415	39	39
OG0002416	41	41
OG0002417	39	39
OG0002418	32	30
OG0002419	30	25
OG0002420	19	19
OG0002421	40	40
OG0002422	32	32
OG0002423	37	37
OG0002424	40	40
OG0002425	41	41
OG0002426	41	41
OG0002427	41	41
OG0002428	41	41
OG0002429	41	41
OG0002430	23	12
OG0002431	15	12
OG0002432	14	11
OG0002433	40	40
OG0002434	24	17
OG0002435	25	12
OG0002436	13	12
OG0002437	16	14
OG0002438	28	16
OG0002439	27	13
OG0002440	18	14
OG0002441	18	14
OG0002442	20	17
OG0002443	13	9
OG0002444	11	7
OG0002445	16	14
OG0002446	29	26
OG0002447	15	11
OG0002448	17	17
OG0002449	11	6
OG0002450	34	33
OG0002451	14	11
OG0002452	13	11
OG0002453	31	20
OG0002454	16	12
OG0002455	14	11
OG0002456	16	15
OG0002457	16	11
OG0002458	12	11
OG0002459	17	12
OG0002460	15	12
OG0002461	15	15
OG0002462	10	9
OG0002463	12	8
OG0002464	12	10
OG0002465	15	15
OG0002466	14	14
OG0002467	12	10
OG0002468	12	9
OG0002469	16	12
OG0002470	16	13
OG0002471	13	10
OG0002472	13	6
OG0002473	11	6
OG0002474	1	1
OG0002475	12	9
OG0002476	13	13
OG0002477	15	14
OG0002478	20	20
OG0002479	20	18
OG0002480	13	13
OG0002481	14	11
OG0002482	15	11
OG0002483	12	12
OG0002484	15	13
OG0002485	14	12
OG0002486	12	9
OG0002487	14	11
OG0002488	15	12
OG0002489	10	10
OG0002490	16	14
OG0002491	11	8
OG0002492	12	11
OG0002493	16	10
OG0002494	11	8
OG0002495	17	16
OG0002496	11	9
OG0002497	15	10
OG0002498	17	15
OG0002499	10	6
OG0002500	14	13
OG0002501	15	11
OG0002502	15	12
OG0002503	10	7
OG0002504	12	9
OG0002505	16	14
OG0002506	14	14
OG0002507	13	11
OG0002508	14	14
OG0002509	16	16
OG0002510	10	8
OG0002511	10	9
OG0002512	6	4
OG0002513	13	10
OG0002514	15	9
OG0002515	11	8
OG0002516	26	23
OG0002517	28	21
OG0002518	11	11
OG0002519	38	38
OG0002520	40	40
OG0002521	39	39
OG0002522	40	40
OG0002523	27	20
OG0002524	13	12
OG0002525	38	38
OG0002526	35	32
OG0002527	16	15
OG0002528	40	40
OG0002529	25	23
OG0002530	39	39
OG0002531	36	33
OG0002532	37	37
OG0002533	39	39
OG0002534	33	30
OG0002535	38	38
OG0002536	37	37
OG0002537	40	40
OG0002538	37	37
OG0002539	40	40
OG0002540	40	40
OG0002541	39	39
OG0002542	40	40
OG0002543	40	40
OG0002544	40	40
OG0002545	40	40
OG0002546	40	40
OG0002547	39	39
OG0002548	40	40
OG0002549	23	9
OG0002550	38	38
OG0002551	16	16
OG0002552	27	18
OG0002553	14	4
OG0002554	24	16
OG0002555	19	12
OG0002556	15	13
OG0002557	12	11
OG0002558	21	12
OG0002559	24	12
OG0002560	14	5
OG0002561	25	14
OG0002562	12	9
OG0002563	16	10
OG0002564	13	10
OG0002565	27	18
OG0002566	26	19
OG0002567	14	9
OG0002568	13	13
OG0002569	14	13
OG0002570	12	9
OG0002571	24	24
OG0002572	12	9
OG0002573	14	9
OG0002574	15	9
OG0002575	13	12
OG0002576	11	11
OG0002577	20	12
OG0002578	16	14
OG0002579	14	9
OG0002580	11	8
OG0002581	14	12
OG0002582	18	15
OG0002583	13	10
OG0002584	12	11
OG0002585	14	9
OG0002586	15	14
OG0002587	13	7
OG0002588	14	8
OG0002589	13	13
OG0002590	13	10
OG0002591	9	4
OG0002592	12	8
OG0002593	16	15
OG0002594	12	9
OG0002595	17	14
OG0002596	10	9
OG0002597	14	12
OG0002598	14	13
OG0002599	9	5
OG0002600	17	13
OG0002601	15	13
OG0002602	15	10
OG0002603	11	9
OG0002604	18	17
OG0002605	13	12
OG0002606	16	10
OG0002607	12	11
OG0002608	13	9
OG0002609	17	16
OG0002610	3	3
OG0002611	14	11
OG0002612	13	12
OG0002613	10	7
OG0002614	14	7
OG0002615	11	11
OG0002616	13	12
OG0002617	13	12
OG0002618	3	3
OG0002619	16	14
OG0002620	10	8
OG0002621	10	9
OG0002622	18	16
OG0002623	15	11
OG0002624	13	11
OG0002625	15	11
OG0002626	12	10
OG0002627	21	16
OG0002628	10	6
OG0002629	17	14
OG0002630	15	11
OG0002631	4	4
OG0002632	10	8
OG0002633	14	12
OG0002634	12	8
OG0002635	14	11
OG0002636	14	11
OG0002637	14	9
OG0002638	11	8
OG0002639	14	12
